timeStamp,demand,precip,temp
05-01-2012 04:00,4739.7,0,30.77
05-01-2012 05:00,4990.8,0,28.4
05-01-2012 06:00,5537.5,0,29.16
05-01-2012 07:00,6152,0,29.16
05-01-2012 08:00,6480.2,0,29.49
05-01-2012 09:00,6702.3,0,30.16
05-01-2012 10:00,6799.2,0,33.05
05-01-2012 11:00,6786.2,0,33.25
05-01-2012 12:00,6761.4,0,36.19
05-01-2012 13:00,6759.2,0,38.11
05-01-2012 14:00,6741.8,0,39.02
05-01-2012 15:00,6755.1,0,39.16
05-01-2012 16:00,6951,0,38.02
05-01-2012 17:00,7188,0,38.23
05-01-2012 18:00,6989.7,0,38.16
05-01-2012 19:00,6808.6,0,37.49
05-01-2012 20:00,6583.3,0,37.98
05-01-2012 21:00,6304.3,0,37.31
05-01-2012 22:00,5944.7,0,35.71
05-01-2012 23:00,5469.6,0,35.92
06-01-2012 00:00,5037,0,34.94
06-01-2012 01:00,4765.6,0,36.19
06-01-2012 02:00,4599,0,36.57
06-01-2012 03:00,4528.8,0,36.8
06-01-2012 04:00,4552.8,0,33.66
06-01-2012 05:00,4790.7,0,36.35
06-01-2012 06:00,5367.3,0,36.59
06-01-2012 07:00,5922.9,0,38
06-01-2012 08:00,6238.2,0,39.17
06-01-2012 09:00,6451.5,0,38.83
06-01-2012 10:00,6527.2,0,39.61
06-01-2012 11:00,6544.1,0,42.12
06-01-2012 12:00,6526.5,0,45.05
06-01-2012 13:00,6496.2,0,47.5
06-01-2012 14:00,6462,0,51.1
06-01-2012 15:00,6500.9,0,51.94
06-01-2012 16:00,6651.4,0,49.26
06-01-2012 17:00,6835,0,50.15
06-01-2012 18:00,6628.1,0,50.64
06-01-2012 19:00,6412.9,0,50.84
06-01-2012 20:00,6169,0,51.01
06-01-2012 21:00,5937.7,0,50.16
06-01-2012 22:00,5628.3,0,46.58
06-01-2012 23:00,5247.8,0,48.56
07-01-2012 00:00,4873.9,0,49.24
07-01-2012 01:00,4613,0,48.4
07-01-2012 02:00,4439,0,48.3
07-01-2012 03:00,4349,0,46.79
07-01-2012 04:00,4314.7,0,42.92
07-01-2012 05:00,4385,0,44.81
07-01-2012 06:00,4564.1,0,44.94
07-01-2012 07:00,4749.1,0,45.42
07-01-2012 08:00,5022.5,0,45.42
07-01-2012 09:00,5269,0,48.05
07-01-2012 10:00,5459.2,0,50.23
07-01-2012 11:00,5539.3,0,53.49
07-01-2012 12:00,5550,0,56.83
07-01-2012 13:00,5514.5,0,58.6
07-01-2012 14:00,5475.7,0,59.66
07-01-2012 15:00,5467.2,0,61.32
07-01-2012 16:00,5580.5,0,53.05
07-01-2012 17:00,5864.9,0,58.81
07-01-2012 18:00,5894.3,0,57.75
07-01-2012 19:00,5799.5,0,56.66
07-01-2012 20:00,5657.1,0,54.41
07-01-2012 21:00,5513,0,53.75
07-01-2012 22:00,5315.5,0,49.09
07-01-2012 23:00,5048.6,0,48.01
08-01-2012 00:00,4750.4,0,46.75
08-01-2012 01:00,4507.7,0,45.08
08-01-2012 02:00,4333.3,0,44.38
08-01-2012 03:00,4231,0,43.7
08-01-2012 04:00,4193.4,0,42.07
08-01-2012 05:00,4243.6,0,42.89
08-01-2012 06:00,4366.1,0,41.96
08-01-2012 07:00,4483.6,0,40.95
08-01-2012 08:00,4710.1,0,40.85
08-01-2012 09:00,4988.2,0,42.33
08-01-2012 10:00,5198.5,0,43.22
08-01-2012 11:00,5318.4,0,43.18
08-01-2012 12:00,5387.2,0,44
08-01-2012 13:00,5431.3,0,43.28
08-01-2012 14:00,5456,0,43.1
08-01-2012 15:00,5504,0,43.03
08-01-2012 16:00,5659.5,0,42.1
08-01-2012 17:00,5974.2,0,41.17
08-01-2012 18:00,6036.4,0,39.5
08-01-2012 19:00,5989.3,0,38.5
08-01-2012 20:00,5878.9,0,37.23
08-01-2012 21:00,5718.9,0,36.17
08-01-2012 22:00,5444.8,0,35.72
08-01-2012 23:00,5088.2,0,34.05
09-01-2012 00:00,4778,0,33.22
09-01-2012 01:00,4569.1,0,32.22
09-01-2012 02:00,4443.1,0,32.07
09-01-2012 03:00,4388.1,0,31.5
09-01-2012 04:00,4434.9,0,32.55
09-01-2012 05:00,4703,0,31.98
09-01-2012 06:00,5301.4,0,31.91
09-01-2012 07:00,5900.3,0,32.01
09-01-2012 08:00,6245,0,31.74
09-01-2012 09:00,6476.7,0,33.5
09-01-2012 10:00,6569.1,0,34.31
09-01-2012 11:00,6589,0,35
09-01-2012 12:00,6580.8,0,37.58
09-01-2012 13:00,6568.2,0,39.31
09-01-2012 14:00,6539.3,0,40.14
09-01-2012 15:00,6563.6,0,39.84
09-01-2012 16:00,6727.1,0,36.65
09-01-2012 17:00,6994.9,0,37.43
09-01-2012 18:00,6819.9,0,37.11
09-01-2012 19:00,6636.1,0,37.68
09-01-2012 20:00,6419,0,37.85
09-01-2012 21:00,6125.5,0,38.07
09-01-2012 22:00,5741.9,0,37.5
09-01-2012 23:00,5265.7,0,37.47
10-01-2012 00:00,4856.8,0,37.23
10-01-2012 01:00,4611.8,0,37.31
10-01-2012 02:00,4470,0,37.14
10-01-2012 03:00,4414.1,0,36.31
10-01-2012 04:00,4450.1,0,38.65
10-01-2012 05:00,4716,0,34.96
10-01-2012 06:00,5317.1,0,34.77
10-01-2012 07:00,5901.4,0,34.21
10-01-2012 08:00,6242.3,0,34.3
10-01-2012 09:00,6436.9,0,35.39
10-01-2012 10:00,6516.5,0,40.63
10-01-2012 11:00,6537,0,40.35
10-01-2012 12:00,6522.6,0,43.11
10-01-2012 13:00,6516,0,45.59
10-01-2012 14:00,6510.4,0,46.57
10-01-2012 15:00,6592.5,0,46
10-01-2012 16:00,6741.3,0,44.28
10-01-2012 17:00,6935.3,0,45.66
10-01-2012 18:00,6748.2,0,44.91
10-01-2012 19:00,6560,0,44.16
10-01-2012 20:00,6333.9,0,43.91
10-01-2012 21:00,6076.3,0,43.32
10-01-2012 22:00,5678.3,0,42.25
10-01-2012 23:00,5225.5,0,41.07
11-01-2012 00:00,4810.2,0,40.53
11-01-2012 01:00,4566,0,39.78
11-01-2012 02:00,4424.4,0,39.42
11-01-2012 03:00,4366.2,0,38.64
11-01-2012 04:00,4401.7,0,36.94
11-01-2012 05:00,4665.5,0,37.48
11-01-2012 06:00,5258.5,0,37.74
11-01-2012 07:00,5848.1,0,36.94
11-01-2012 08:00,6191.2,0,37.73
11-01-2012 09:00,6389.2,0,39.83
11-01-2012 10:00,6454.5,0,40.84
11-01-2012 11:00,6484,0,43.48
11-01-2012 12:00,6481.8,0,45.57
11-01-2012 13:00,6477.8,0,46.6
11-01-2012 14:00,6478.4,0,46.35
11-01-2012 15:00,6499.8,0,45.09
11-01-2012 16:00,6685.7,0,42.06
11-01-2012 17:00,6915.5,0,44.19
11-01-2012 18:00,6746.1,0,44.7
11-01-2012 19:00,6547.6,0,44.54
11-01-2012 20:00,6310.7,0,44.03
11-01-2012 21:00,6035.4,0,43.77
11-01-2012 22:00,5657.2,0,43.02
11-01-2012 23:00,5200.6,0.01,41.38
12-01-2012 00:00,4800.8,0.0589,41.44
12-01-2012 01:00,4555.7,0.0923,42.46
12-01-2012 02:00,4405.7,0.0958,42.44
12-01-2012 03:00,4344.4,0.0864,43.35
12-01-2012 04:00,4372.9,0.0981,45.2
12-01-2012 05:00,4629.7,0.09,45.26
12-01-2012 06:00,5225.6,0.1249,45.38
12-01-2012 07:00,5862,0.1108,43.87
12-01-2012 08:00,6290.2,0.0595,43.51
12-01-2012 09:00,6501.6,0.1582,43.44
12-01-2012 10:00,6565.7,0.1588,45.1
12-01-2012 11:00,6638,0,44.37
12-01-2012 12:00,6663.5,0.0069,43.61
12-01-2012 13:00,6661.8,0.0089,43.63
12-01-2012 14:00,6637.9,0,43.62
12-01-2012 15:00,6675.9,0,43.19
12-01-2012 16:00,6812.9,0,42.93
12-01-2012 17:00,6964.4,0,42
12-01-2012 18:00,6741.6,0,42.19
12-01-2012 19:00,6536.2,0,42.19
12-01-2012 20:00,6309.8,0,42.39
12-01-2012 21:00,6029.6,0,42.79
12-01-2012 22:00,5662.2,0,42.96
12-01-2012 23:00,5204.1,0,42.69
13-01-2012 00:00,4795.4,0,42.05
13-01-2012 01:00,4534.1,0.0228,42.62
13-01-2012 02:00,4383.2,0,42.45
13-01-2012 03:00,4314.7,0,44.16
13-01-2012 04:00,4333.3,0,45.23
13-01-2012 05:00,4586.4,0,46.65
13-01-2012 06:00,5168,0,48.32
13-01-2012 07:00,5746.2,0,48.86
13-01-2012 08:00,6100.1,0,42.22
13-01-2012 09:00,6392.7,0,41.06
13-01-2012 10:00,6524.8,0,45.84
13-01-2012 11:00,6612.6,0,35.69
13-01-2012 12:00,6652.8,0,34.41
13-01-2012 13:00,6673.2,0,33.07
13-01-2012 14:00,6663.4,0,32.42
13-01-2012 15:00,6715.1,0,32.52
13-01-2012 16:00,6848.2,0,36.8
13-01-2012 17:00,7056.3,0,29.33
13-01-2012 18:00,6890.3,0,29.59
13-01-2012 19:00,6678.7,0,29.59
13-01-2012 20:00,6444.2,0,29.33
13-01-2012 21:00,6188.3,0,29.33
13-01-2012 22:00,5889.2,0,32.2
13-01-2012 23:00,5514.8,0,29.33
14-01-2012 00:00,5147.2,0,28.66
14-01-2012 01:00,4892.9,0,28.57
14-01-2012 02:00,4711.9,0,28.57
14-01-2012 03:00,4625.8,0,28.5
14-01-2012 04:00,4599.2,0,32.35
14-01-2012 05:00,4670.2,0,28.33
14-01-2012 06:00,4845.3,0,28.42
14-01-2012 07:00,5043.5,0,29.16
14-01-2012 08:00,5339.5,0,29.23
14-01-2012 09:00,5625.5,0,29.26
14-01-2012 10:00,5836.1,0,32.13
14-01-2012 11:00,5950.8,0,30.19
14-01-2012 12:00,5987.4,0,31.09
14-01-2012 13:00,6001.8,0,31.1
14-01-2012 14:00,5986.9,0,31.43
14-01-2012 15:00,5989,0,32.07
14-01-2012 16:00,6089.1,0,33.79
14-01-2012 17:00,6304.4,0,32.16
14-01-2012 18:00,6295.4,0,32.07
14-01-2012 19:00,6176.1,0,32.16
14-01-2012 20:00,6031.5,0,31.34
14-01-2012 21:00,5888.7,0,30.16
14-01-2012 22:00,5701.1,0,29.16
14-01-2012 23:00,5420.3,0,28.16
15-01-2012 00:00,5119.6,0,27.16
15-01-2012 01:00,4892.6,0,26.43
15-01-2012 02:00,4731,0,25.24
15-01-2012 03:00,4662.6,0,23.41
15-01-2012 04:00,4652.6,0,21.39
15-01-2012 05:00,4710.9,0,18.4
15-01-2012 06:00,4844.4,0,17.4
15-01-2012 07:00,4979.1,0,16.56
15-01-2012 08:00,5231.4,0,15.83
15-01-2012 09:00,5513.9,0,15.85
15-01-2012 10:00,5749.6,0,16.39
15-01-2012 11:00,5888.8,0,18.35
15-01-2012 12:00,5934.2,0,20.93
15-01-2012 13:00,5939.5,0,22.18
15-01-2012 14:00,5943.9,0,23.43
15-01-2012 15:00,5956.2,0,23.85
15-01-2012 16:00,6083.9,0,21.29
15-01-2012 17:00,6383.5,0,23.4
15-01-2012 18:00,6436,0,22.57
15-01-2012 19:00,6348.4,0,21.47
15-01-2012 20:00,6254.4,0,20.57
15-01-2012 21:00,6104.9,0,20.14
15-01-2012 22:00,5889.9,0,17.68
15-01-2012 23:00,5577.7,0,18.4
16-01-2012 00:00,5265.8,0,17.4
16-01-2012 01:00,5033.2,0,16.5
16-01-2012 02:00,4872.1,0,16.41
16-01-2012 03:00,4797.6,0,16.31
16-01-2012 04:00,4813.9,0,17.46
16-01-2012 05:00,4972.5,0,16.22
16-01-2012 06:00,5304.4,0,16.29
16-01-2012 07:00,5640.1,0,16.49
16-01-2012 08:00,5976.8,0,17.35
16-01-2012 09:00,6289.5,0,18.84
16-01-2012 10:00,6488.9,0,23.06
16-01-2012 11:00,6560.3,0,23.85
16-01-2012 12:00,6555.7,0,27.36
16-01-2012 13:00,6518.7,0,29.63
16-01-2012 14:00,6491.3,0,31.9
16-01-2012 15:00,6483.3,0,33.66
16-01-2012 16:00,6590.4,0,31.99
16-01-2012 17:00,6889.1,0,34.26
16-01-2012 18:00,6823.8,0,34.07
16-01-2012 19:00,6655.4,0,35.53
16-01-2012 20:00,6442.4,0,35.74
16-01-2012 21:00,6193.5,0.0011,36.07
16-01-2012 22:00,5855.9,0,39.48
16-01-2012 23:00,5405,0.0159,36.07
17-01-2012 00:00,5013.7,0.0189,36.08
17-01-2012 01:00,4773.5,0.011,36.89
17-01-2012 02:00,4612.7,0.02,36.24
17-01-2012 03:00,4549.7,0,36.98
17-01-2012 04:00,4581.1,0,37.07
17-01-2012 05:00,4838.6,0.0011,37.07
17-01-2012 06:00,5418,0.0089,37.4
17-01-2012 07:00,5994.5,0,38.14
17-01-2012 08:00,6289.9,0,38.14
17-01-2012 09:00,6516.6,0,39.24
17-01-2012 10:00,6647.6,0,43.18
17-01-2012 11:00,6726.8,0,41.24
17-01-2012 12:00,6761.3,0.0259,41.07
17-01-2012 13:00,6799.8,0.0261,42.6
17-01-2012 14:00,6827.1,0.0041,42.66
17-01-2012 15:00,6826.7,0.0141,42.93
17-01-2012 16:00,6876,0.0089,44.13
17-01-2012 17:00,7038,0,45.57
17-01-2012 18:00,6852.4,0,46.09
17-01-2012 19:00,6640.4,0,46.58
17-01-2012 20:00,6394.2,0,47.97
17-01-2012 21:00,6128.1,0,49.1
17-01-2012 22:00,5735.2,0,48.04
17-01-2012 23:00,5254.6,0,51.2
18-01-2012 00:00,4826,0,51.81
18-01-2012 01:00,4556.8,0,52.36
18-01-2012 02:00,4410,0,53.81
18-01-2012 03:00,4351.7,0,50.14
18-01-2012 04:00,4388.1,0,47.89
18-01-2012 05:00,4667.5,0,45.04
18-01-2012 06:00,5279.4,0,42.92
18-01-2012 07:00,5890.5,0,40.17
18-01-2012 08:00,6239,0,39.16
18-01-2012 09:00,6458.3,0,38.59
18-01-2012 10:00,6559.6,0,41.97
18-01-2012 11:00,6596.9,0,38.1
18-01-2012 12:00,6614.4,0,37.43
18-01-2012 13:00,6618,0,37.1
18-01-2012 14:00,6615.8,0,36.61
18-01-2012 15:00,6661,0,34.71
18-01-2012 16:00,6830.7,0,35.99
18-01-2012 17:00,7114.6,0,32.17
18-01-2012 18:00,7027.1,0,30.4
18-01-2012 19:00,6845,0,29.23
18-01-2012 20:00,6605.6,0,28.14
18-01-2012 21:00,6357.2,0,27.31
18-01-2012 22:00,6007,0,27.86
18-01-2012 23:00,5525.9,0,25.14
19-01-2012 00:00,5115.3,0,24.31
19-01-2012 01:00,4878.3,0,23.41
19-01-2012 02:00,4739.2,0,23.07
19-01-2012 03:00,4681.7,0,22.17
19-01-2012 04:00,4727.4,0,24.89
19-01-2012 05:00,4988.8,0,21.17
19-01-2012 06:00,5572.9,0,20.46
19-01-2012 07:00,6167.5,0,20.24
19-01-2012 08:00,6501,0,21.28
19-01-2012 09:00,6723.2,0,23.17
19-01-2012 10:00,6812.9,0,28.7
19-01-2012 11:00,6817.6,0,27.67
19-01-2012 12:00,6816.6,0,29.1
19-01-2012 13:00,6811.4,0,31.25
19-01-2012 14:00,6786.9,0,31.35
19-01-2012 15:00,6831.1,0,32
19-01-2012 16:00,6990,0,32.45
19-01-2012 17:00,7190,0,33.12
19-01-2012 18:00,6976.2,0,34.96
19-01-2012 19:00,6786.3,0,36.03
19-01-2012 20:00,6545,0,37.01
19-01-2012 21:00,6276,0,36.23
19-01-2012 22:00,5912.5,0,36.62
19-01-2012 23:00,5452.4,0,36.72
20-01-2012 00:00,5040.4,0,36.31
20-01-2012 01:00,4772,0,36.14
20-01-2012 02:00,4624.4,0,35.98
20-01-2012 03:00,4561.3,0,35.14
20-01-2012 04:00,4600.1,0,34.05
20-01-2012 05:00,4878.3,0,33.31
20-01-2012 06:00,5461.3,0,31.48
20-01-2012 07:00,6067.4,0,29.65
20-01-2012 08:00,6425.4,0,26.41
20-01-2012 09:00,6693.7,0,24.49
20-01-2012 10:00,6785.2,0,31
20-01-2012 11:00,6821,0,26.42
20-01-2012 12:00,6813.4,0,27.42
20-01-2012 13:00,6797.3,0,29.09
20-01-2012 14:00,6763.7,0,29.54
20-01-2012 15:00,6771.8,0,30.29
20-01-2012 16:00,6868.8,0,30.26
20-01-2012 17:00,7110.5,0,30.1
20-01-2012 18:00,6968.8,0,29.26
20-01-2012 19:00,6732.7,0,28.59
20-01-2012 20:00,6502.9,0,28.34
20-01-2012 21:00,6250.7,0,28.16
20-01-2012 22:00,5967.5,0,28.74
20-01-2012 23:00,5589.3,0,28.16
21-01-2012 00:00,5230.5,0,28.2
21-01-2012 01:00,4957.4,0,28.1
21-01-2012 02:00,4788.1,0,28.1
21-01-2012 03:00,4722.4,0,26.64
21-01-2012 04:00,4708.8,0.01,24.92
21-01-2012 05:00,4791.7,0.0369,24.01
21-01-2012 06:00,4973.8,0.028,23.92
21-01-2012 07:00,5208.7,0.0131,24.33
21-01-2012 08:00,5531.4,0.0201,23.58
21-01-2012 09:00,5853.8,0.043,23.25
21-01-2012 10:00,6129.4,0.026,24.47
21-01-2012 11:00,6273,0.0306,24.98
21-01-2012 12:00,6332.4,0.0525,25.84
21-01-2012 13:00,6307.9,0.0217,25.61
21-01-2012 14:00,6288.9,0,26.28
21-01-2012 15:00,6277.7,0,26.68
21-01-2012 16:00,6335,0,30.26
21-01-2012 17:00,6531.6,0,26.98
21-01-2012 18:00,6552.8,0,25.68
21-01-2012 19:00,6447.2,0,26.34
21-01-2012 20:00,6274.1,0,26.23
21-01-2012 21:00,6086.3,0,26.4
21-01-2012 22:00,5866.2,0,31.22
21-01-2012 23:00,5594.8,0,23.83
22-01-2012 00:00,5290.3,0,22.31
22-01-2012 01:00,5050.8,0,21.41
22-01-2012 02:00,4892.1,0,21.15
22-01-2012 03:00,4791,0,21.01
22-01-2012 04:00,4762.4,0,26.5
22-01-2012 05:00,4814.9,0,19.27
22-01-2012 06:00,4929.9,0,19.25
22-01-2012 07:00,5050.6,0,18.6
22-01-2012 08:00,5293.8,0,19.6
22-01-2012 09:00,5584.4,0,20.93
22-01-2012 10:00,5832.7,0,28.01
22-01-2012 11:00,5970.6,0,24.67
22-01-2012 12:00,6023,0,26.1
22-01-2012 13:00,6021.3,0,27.26
22-01-2012 14:00,6020.6,0,28.44
22-01-2012 15:00,6048.3,0,29.93
22-01-2012 16:00,6161.4,0,32.15
22-01-2012 17:00,6406.6,0,31.36
22-01-2012 18:00,6420.3,0,32.03
22-01-2012 19:00,6318.3,0,33.03
22-01-2012 20:00,6186.8,0,33.53
22-01-2012 21:00,6007.5,0,34.03
22-01-2012 22:00,5762.9,0,34.02
22-01-2012 23:00,5397.7,0,34.19
23-01-2012 00:00,5032.4,0,33.29
23-01-2012 01:00,4790.4,0,33.86
23-01-2012 02:00,4630,0,33.86
23-01-2012 03:00,4559.4,0,35.34
23-01-2012 04:00,4603.2,0,36.83
23-01-2012 05:00,4867,0,35.59
23-01-2012 06:00,5437.9,0,35.45
23-01-2012 07:00,6021.4,0,35.37
23-01-2012 08:00,6399,0.0011,36.02
23-01-2012 09:00,6630,0,36.78
23-01-2012 10:00,6754.7,0.0089,37.31
23-01-2012 11:00,6795.2,0,38.66
23-01-2012 12:00,6808.9,0.0069,39.47
23-01-2012 13:00,6784.3,0,41.68
23-01-2012 14:00,6755.9,0.0011,43.56
23-01-2012 15:00,6798,0.002,44.52
23-01-2012 16:00,6933.4,0.0133,46.88
23-01-2012 17:00,7044.5,0.1203,49.83
23-01-2012 18:00,6861.8,0.0548,50.05
23-01-2012 19:00,6664.9,0.0392,50.13
23-01-2012 20:00,6414.6,0.0131,50.26
23-01-2012 21:00,6131.6,0.0206,50.92
23-01-2012 22:00,5744.9,0.0011,48.4
23-01-2012 23:00,5256.5,0.0011,51.78
24-01-2012 00:00,4820.1,0.0031,52.12
24-01-2012 01:00,4574.6,0,51.59
24-01-2012 02:00,4415.9,0,50.6
24-01-2012 03:00,4350.7,0,49.81
24-01-2012 04:00,4387.3,0.0011,46.75
24-01-2012 05:00,4636.5,0,46.41
24-01-2012 06:00,5222.7,0,44.89
24-01-2012 07:00,5802.8,0,43.87
24-01-2012 08:00,6139.1,0,42.7
24-01-2012 09:00,6349.5,0,43.92
24-01-2012 10:00,6425.2,0,46.66
24-01-2012 11:00,6464.9,0,48.49
24-01-2012 12:00,6482.9,0,50.69
24-01-2012 13:00,6454.2,0,51.69
24-01-2012 14:00,6425.7,0,51.48
24-01-2012 15:00,6389.8,0,50.67
24-01-2012 16:00,6373.4,0,46.99
24-01-2012 17:00,6700.6,0,48.94
24-01-2012 18:00,6660.1,0,47.55
24-01-2012 19:00,6505.3,0,46.71
24-01-2012 20:00,6274.3,0,46.25
24-01-2012 21:00,6006.6,0,45.15
24-01-2012 22:00,5665.2,0,43.57
24-01-2012 23:00,5211,0,43.81
25-01-2012 00:00,4773.2,0,43.81
25-01-2012 01:00,4535.6,0,43.1
25-01-2012 02:00,4390.9,0,41.77
25-01-2012 03:00,4336.9,0,40.1
25-01-2012 04:00,4379.7,0,39.83
25-01-2012 05:00,4637,0,39.16
25-01-2012 06:00,5228.1,0,39
25-01-2012 07:00,5818,0,38.74
25-01-2012 08:00,6191.6,0,38.1
25-01-2012 09:00,6420,0,38.1
25-01-2012 10:00,6494,0,40.9
25-01-2012 11:00,6527.3,0,40.02
25-01-2012 12:00,6518.4,0,40.85
25-01-2012 13:00,6515.3,0,42.02
25-01-2012 14:00,6484.3,0,42.21
25-01-2012 15:00,6489.9,0,43.12
25-01-2012 16:00,6582.1,0,41.98
25-01-2012 17:00,6840.4,0,42.2
25-01-2012 18:00,6751.6,0,40.94
25-01-2012 19:00,6559.7,0,40.11
25-01-2012 20:00,6350.8,0,38.17
25-01-2012 21:00,6088.2,0,37.16
25-01-2012 22:00,5708.4,0,37.1
25-01-2012 23:00,5278.8,0,37.01
26-01-2012 00:00,4868.9,0,36.34
26-01-2012 01:00,4601.9,0,36.43
26-01-2012 02:00,4453.8,0,37
26-01-2012 03:00,4408.6,0.01,35.24
26-01-2012 04:00,4442.2,0.0011,34.01
26-01-2012 05:00,4698.2,0,33.36
26-01-2012 06:00,5272.9,0,34.03
26-01-2012 07:00,5863.2,0,34.86
26-01-2012 08:00,6222.2,0,35.58
26-01-2012 09:00,6457.2,0,37.35
26-01-2012 10:00,6560,0,37.6
26-01-2012 11:00,6624.4,0,38.43
26-01-2012 12:00,6678.4,0,38.71
26-01-2012 13:00,6751.6,0,37.78
26-01-2012 14:00,6757.2,0,37.29
26-01-2012 15:00,6812.6,0.008,37.1
26-01-2012 16:00,6935.9,0.0111,36.29
26-01-2012 17:00,7036.1,0.012,37.11
26-01-2012 18:00,6858.3,0.0089,37.2
26-01-2012 19:00,6631.1,0.01,37.2
26-01-2012 20:00,6389.7,0.0369,37.29
26-01-2012 21:00,6106.9,0.0072,37.21
26-01-2012 22:00,5746.5,0.009,40.55
26-01-2012 23:00,5298.3,0.023,39.29
27-01-2012 00:00,4870.1,0.0231,40.03
27-01-2012 01:00,4599.5,0,41.98
27-01-2012 02:00,4446.4,0,42.51
27-01-2012 03:00,4366.2,0,41.85
27-01-2012 04:00,4387.6,0,43.59
27-01-2012 05:00,4627.7,0,43.69
27-01-2012 06:00,5189.2,0,45.26
27-01-2012 07:00,5803.8,0.0011,47.91
27-01-2012 08:00,6204.9,0.0472,50.53
27-01-2012 09:00,6481.5,0.055,52.4
